Id,SalePrice
1461,123926.91861879536
1462,156359.7104385873
1463,180059.98901647446
1464,178549.11649080887
1465,190569.02953263622
1466,179444.28769299437
1467,163488.31112876517
1468,173929.0791214683
1469,186209.98968172408
1470,115954.80513071814
1471,185523.82767320782
1472,96950.32707057639
1473,101729.09434230694
1474,160458.4180820815
1475,148634.76693445077
1476,393021.2694036442
1477,262551.43711219466
1478,317699.36648527917
1479,304770.5840110689
1480,507156.70322863036
1481,319282.7237749468
1482,217999.918814252
1483,182165.9474852563
1484,172772.97264360212
1485,159199.7912296321
1486,198961.09028570735
1487,378902.0655820997
1488,254495.90613707507
1489,209925.71455438153
1490,187659.90115197148
1491,190023.7183410412
1492,97629.96198979688
1493,182757.70854005075
1494,300957.51803598506
1495,258385.19925842003
1496,215925.4031868538
1497,191782.38084388996
1498,150138.37810488144
1499,150138.37810488144
1500,148455.98313934196
1501,169251.2010974207
1502,151085.65808756324
1503,314606.59369757544
1504,209018.2692976921
1505,220225.8483705611
1506,210188.17964112494
1507,242982.27970796503
1508,197349.67640388245
1509,167108.66018118354
1510,148882.89787865698
1511,151586.89567493054
1512,151303.90299574457
1513,169270.71068367225
1514,113976.07994093293
1515,195445.5898192328
1516,160470.4929865136
1517,142975.525952937
1518,168828.01142453053
1519,212635.65661971644
1520,133439.52664958898
1521,144666.81793142753
1522,187761.3250900274
1523,127239.68189000526
1524,119122.10492361683
1525,120172.14864746021
1526,128353.83328303175
1527,82062.15428232956
1528,122875.20890270536
1529,153055.71943561386
1530,150381.41742787702
1531,105630.90656833963
1532,90286.44420911571
1533,161248.2221831624
1534,122038.49706818533
1535,141478.8101090279
1536,113354.30633370003
1537,76381.14218095293
1538,156198.53485216803
1539,162566.9153928285
1540,115756.64841145459
1541,166965.79627568932
1542,138922.46573349324
1543,235556.86600921626
1544,67995.6394607361
1545,114991.54140475072
1546,120482.10983372641
1547,120019.35157308042
1548,134810.72583893096
1549,106982.64784464249
1550,145235.58928207395
1551,128710.34782563237
1552,134614.7108449697
1553,128009.97113163503
1554,119394.26479124826
1555,159872.77924253634
1556,112170.43179262271
1557,112248.02006754496
1558,106900.27383382808
1559,114444.4772518126
1560,147460.32485569816
1561,137855.196742735
1562,120445.58875944903
1563,123165.97220133501
1564,174313.132901778
1565,150915.446346878
1566,183204.09112730707
1567,74451.36799924006
1568,195833.5599194684
1569,101528.20593152585
1570,121802.11744954428
1571,129191.65035953591
1572,142004.5173008945
1573,233956.87771975022
1574,160288.9570566723
1575,200978.26552159
1576,186495.1884278806
1577,209662.42691758208
1578,140076.17344816783
1579,146997.48293961887
1580,193059.82752287772
1581,141195.25805268224
1582,131417.48003829631
1583,349190.9100544269
1584,242560.28933526354
1585,142320.34942528073
1586,52934.1669672244
