Id,SalePrice
1461,140511.78
1462,158388.66
1463,194954.78
1464,202652.81
1465,187991.1
1466,188532.64
1467,157065.23
1468,163966.64
1469,202625.7
1470,114426.06
1471,200493.5
1472,91563.8
1473,84470.99
1474,163079.95
1475,102428.72
1476,341022.34
1477,241409.3
1478,323243.28
1479,366468.72
1480,435042.88
1481,352647.62
1482,198676.2
1483,171137.83
1484,169211.25
1485,160105.78
1486,222866.9
1487,283020.3
1488,245677.19
1489,199014.67
1490,207506.9
1491,185954.1
1492,122480.266
1493,193815.28
1494,306182.6
1495,271229.47
1496,236547.53
1497,193544.38
1498,154135.73
1499,150053.48
1500,148652.23
1501,173462.22
1502,144137.25
1503,298364.8
1504,233996.14
1505,212534.89
1506,174409.2
1507,290468.72
1508,182269.33
1509,141430.98
1510,176917.3
1511,127747.625
1512,193296.14
1513,180772.5
1514,128672.2
1515,225871.89
1516,145660.52
1517,146210.83
1518,93895.09
1519,211028.56
1520,135815.19
1521,145887.06
1522,163613.92
1523,125314.664
1524,94321.3
1525,107713.84
1526,121871.87
1527,122296.555
1528,118517.83
1529,120976.04
1530,158669.22
1531,140228.86
1532,113733.984
1533,168273.47
1534,105136.96
1535,140619.89
1536,113633.21
1537,148338.98
1538,120798.39
1539,282736.62
1540,165020.95
1541,120862.44
1542,102238.84
1543,206656.48
1544,91932.21
1545,82507.41
1546,119205.61
1547,127845.195
1548,128076.71
1549,101273.48
1550,138376.42
1551,123820.18
1552,201845.7
1553,170299.11
1554,93690.1
1555,179268.73
1556,106137.94
1557,143879.7
1558,71754.914
1559,136610.86
1560,145910.78
1561,137501.45
1562,124629.375
1563,107162.54
1564,167218.22
1565,168939.61
1566,201373.02
1567,103783.01
1568,231645.77
1569,137473.14
1570,178278.38
1571,134104.73
1572,137497.72
1573,207414.27
1574,166326.5
1575,199304.89
1576,268646.78
1577,188964.62
1578,160297.83
1579,132916.64
1580,168251.27
1581,145120.2
1582,105340.7
1583,331164.84
1584,214666.72
1585,138862.2
1586,54331.16
1587,113168.75
1588,138107.62
1589,92525.51
1590,133315.03
1591,105717.65
1592,85709.53
1593,127847.12
1594,136634.69
1595,163425.53
1596,189281.86
1597,133610.3
1598,163924.78
1599,183557.25
1600,175934.2
1601,72834.04
1602,120679.31
1603,105787.016
1604,261703.31
1605,254259.9
1606,188098.81
1607,187586.42
1608,203268.31
1609,168362.6
1610,148044.7
1611,175067.8
1612,202924.53
1613,179692.52
1614,122201.1
1615,79478.125
1616,80800.65
1617,86924.94
1618,104064.79
1619,140622.56
1620,181205.55
1621,108869.625
1622,117724.46
1623,247728.36
1624,225971.42
1625,110140.48
1626,167158.83
1627,175687.62
1628,239284.25
1629,151378.19
1630,374407.97
1631,190227.64
1632,230236.33
1633,145030.84
1634,173660.7
1635,183968.44
1636,161233.62
1637,230581.72
1638,229273.31
1639,194291.42
1640,295551.22
1641,174347.38
1642,215092.45
1643,220645.16
1644,218019.83
1645,161501.62
1646,157444.1
