Id,SalePrice
1461,127395.93792662975
1462,163815.842856975
1463,183885.7205801465
1464,191414.42440295673
1465,196063.3672000475
1466,175420.65038100566
1467,177547.3464582414
1468,169756.2333516961
1469,180488.9028525869
1470,126859.31960042502
1471,198107.61741435537
1472,93345.06979914467
1473,92841.32802129732
1474,154615.54723146438
1475,115543.91768400188
1476,381107.2214081555
1477,243698.59935382206
1478,278362.7930058939
1479,269107.964622192
1480,498836.05791890057
1481,321285.32860946096
1482,203083.95957438048
1483,169490.05232709012
1484,164582.09659618657
1485,185255.98491071528
1486,194114.3432310445
1487,339092.8429463028
1488,228084.6636503719
1489,202198.0739916708
1490,238152.34840319678
1491,191733.2892091149
1492,90849.43818764473
1493,191890.1545223356
1494,290795.3381550805
1495,281723.6293905126
1496,239228.19464139873
1497,180742.08664880766
1498,158992.64941120334
1499,161223.74619753432
1500,156600.40082009012
1501,175657.74666624083
1502,151482.0344442677
1503,293686.77403585106
1504,232518.63634619548
1505,218804.99132838778
1506,187778.37910568962
1507,234974.4084784536
1508,202739.07788656853
1509,154576.44328292934
1510,153183.86648714167
1511,138441.62452259182
1512,176438.5176731326
1513,141993.64546023982
1514,178133.31962098423
1515,206875.06130494573
1516,138786.19930471177
1517,165829.17314578957
1518,137982.9598855215
1519,220603.11554869806
1520,130399.73693628803
1521,130987.62678820327
1522,172031.69506147888
1523,114594.31929558287
1524,124628.81847801371
1525,124538.07906771815
1526,116576.86103984146
1527,109532.5411136417
1528,135440.44362908916
1529,151191.77701143315
1530,177226.43566132794
1531,105234.79153677628
1532,100995.22583160781
1533,148833.24423278947
1534,125992.91602596261
1535,154311.7408164162
1536,108876.63896155244
1537,60914.64755891973
1538,170714.05728190675
1539,216233.41384987338
1540,91169.70584611707
1541,140222.60164224205
1542,139773.2986447948
1543,192094.3680406603
1544,84478.98646422393
1545,108232.32642283269
1546,134018.21440830533
1547,134990.77281680575
1548,136846.59676516085
1549,117449.87434734218
1550,142531.11090680916
1551,111976.41611208385
1552,151328.53861131522
1553,159210.87989380833
1554,114045.56470772561
1555,167130.27270876415
1556,77434.13044567006
1557,115032.6885765347
1558,96934.85554483245
1559,81068.29532458373
1560,139430.31922757273
1561,145570.22589566518
1562,131926.7092228504
1563,118385.45799107666
1564,154731.71091469974
1565,142509.71733175055
1566,249364.59939219782
1567,70738.2628335673
1568,226480.89006372885
1569,133313.78846996478
1570,140077.8354067098
1571,110550.72206569932
1572,146255.49946814452
1573,244230.56692079894
1574,113864.66102912271
1575,219787.3302202065
1576,243831.36936282658
1577,196570.4260115223
1578,143132.09039348993
1579,143369.308132343
1580,190438.79036970224
1581,155721.21207397943
1582,127635.62627984498
1583,330674.9348706996
1584,227757.69807202765
1585,138300.33038246856
1586,72361.86501530182
1587,95195.4011836779
1588,148217.10109832304
1589,100160.49814087346
1590,134985.0718717256
1591,92753.48066207199
1592,112538.1961957638
1593,130194.23118616517
1594,157477.38977430837
1595,107674.57421868727
1596,242773.75875483773
1597,184215.96648360704
1598,213561.3967872374
1599,178431.06900893283
1600,174830.92715971687
1601,75881.0522487024
1602,118654.84087110072
1603,98991.40197280856
1604,279193.87390926364
1605,238080.95833278718
1606,170237.2645830393
1607,183899.90144696672
1608,209448.38684850998
1609,193620.06739338933
1610,143465.57321431374
1611,129257.74465879882
1612,161930.75781007553
1613,161873.49829508466
1614,133008.40189306156
1615,90250.6526223478
1616,68711.54249082252
1617,94122.3487471446
1618,122713.73216599436
1619,144980.2626255415
1620,186706.78356590297
1621,135125.82889888834
1622,134698.76805350967
1623,296937.3036649929
1624,210383.41051800968
1625,125282.67489198201
1626,159096.77375189465
1627,182629.16578581708
1628,269549.001126152
1629,175726.55283877987
1630,353015.6557733953
1631,220499.1380769199
1632,241155.022816674
1633,173492.03355817177
1634,188806.08394558608
1635,178373.13692612736
1636,151110.75963047642
1637,204752.46522704075
1638,188091.43255423827
1639,178716.38824786732
1640,242052.9098316289
1641,168135.17329493185
1642,234545.93360388646
1643,216963.0502713563
1644,226670.3851008537
1645,196927.77569115694
1646,160788.99329001605
1647,154449.30283957685
1648,126380.5489083992
1649,138324.20090785905
1650,114684.56811008233
1651,124020.1073208559
1652,98494.63381705232
1653,104277.94286761992
1654,142048.15322887336
1655,145298.53459845966
1656,147146.1598939087
1657,146727.1469611314
1658,147204.85252850608
1659,126785.2845488198
1660,156652.04547284625
1661,474513.17142036796
1662,392938.1394886885
1663,361781.8236436748
1664,452453.5379009784
1665,310046.76570365723
1666,329722.22900385584
1667,361784.67869123357
1668,329224.189330826
1669,295830.62026262603
1670,344194.1545226195
1671,243458.2943171607
1672,467148.7797663364
1673,304196.80592683016
1674,238912.94188812908
1675,185681.67381745292
1676,188688.60533260228
1677,214405.76880919805
1678,466586.36982667993
1679,408191.0488053851
1680,333720.2329648029
1681,246290.3090504772
1682,289686.66127661464
1683,173660.4645906743
1684,175075.11052674337
1685,174202.84302039698
1686,168202.93921473454
1687,172011.8509310688
1688,187335.55862729478
1689,197862.30755622304
1690,197456.21931942645
1691,185956.357431104
1692,267159.7619792239
1693,167676.83853468852
1694,184638.1032207964
1695,165201.97517640158
1696,253408.5985112173
1697,170991.64919585304
1698,404963.11513781507
1699,344292.7393827663
1700,246983.88362119521
1701,265603.65114763676
1702,244934.7966952212
1703,236228.87985680305
1704,281267.651249263
1705,225853.83234069814
1706,442859.66790785844
1707,215652.82497127188
1708,205125.49751852936
1709,273738.32884887664
1710,215870.13747329745
1711,258557.4247324801
1712,258059.2538920119
1713,280727.1321638855
1714,217308.00810354797
1715,208727.1435833597
1716,179463.73131549364
1717,171973.2749104551
1718,131979.5275321271
1719,198249.09950648603
1720,250830.484826456
1721,169658.42939162807
1722,126300.08899529418
1723,158118.14423378688
1724,215150.39982294824
1725,237789.97774489786
1726,187263.33702458415
1727,156898.45690843172
1728,181389.04145035648
1729,164874.48025127707
1730,156504.9974013658
1731,119954.04645528199
1732,117884.55611458285
1733,121196.8653609386
1734,123068.87312860122
